message,sentiment
Dawa toh lele,neutral
Le liya,neutral
Bhavya ne bhi tujhe kuch bola,neutral
Also iimm sad,negative
Akshaj has crush :(,negative
Toh kya hua usme tu kyu sad hai,negative
Had but jaise bol rha tha smjh gaya ki he still has feelings,positive
Sad nhi lekin shocked hu,negative
You said sad,negative
Aur yr itna accha Bande ke chance chala gayaa,positive
So toh hai,neutral
Nhi bhai saare ladke chutiye hote,neutral
I agree on that,positive
I love you kiddoo,positive
I love you too dumbi,positive
i saw that,neutral
I was.,neutral
Anyway I'm going to take bath uske baad I'll call u,positive
Tell me on tve call,positive
No it's awkward,negative
Actually it was nothg,neutral
Dont stress about it kiddo,negative
I wont ask anything,neutral
"Any undesirable effect caused to the environment due to radioactive substances or radiations is called nuclear pollution. This occurs when there is presence or depositions of radioactive materials in the atmosphere or environment, especially where their presence is accidental and when it presents an environmental threat due to radioactive decay. The destruction caused by the radioactive materials is because of the emissions of hazardous ionizing radiation (radioactive decay) like beta or alpha particles, gamma rays or neurons in the environment where they exist. Since the substances are characterized by radiation – because there is lot of instability of the particles present in the radioactive materials, it can seriously affect, alter and even destroy plant, animal, and human life. The extent of damage or danger posed to the environment depends upon the radioactive material concentration, the energy emitted by the radiation, proximity of the radioactive materials to those exposed, and the radiation type.",positive
"Nuclear pollution results from the undesirable environmental effects of radioactive substances or radiation. It occurs through various means, including cosmic rays, mining activities, nuclear accidents, medical technology, use of radioisotopes, nuclear waste, research applications, and the use of nuclear weapons. The consequences of nuclear pollution encompass genetic mutations, cell destruction, diseases like cancer, soil infertility, and adverse effects on wildlife, plants, and marine life. **Causes of Nuclear Pollution:** **Cosmic Rays and Natural Sources:** Cosmic rays and radioactive elements in the Earth's crust contribute to nuclear pollution. **Mining:** Extraction of radioactive minerals during mining, such as uranium and radium, increases environmental radiation. **Nuclear Accidents:** Incidents in nuclear power plants, like Chernobyl and Fukushima, release harmful radiation into the environment. **Medical Technology:** Radiation used in medical treatments poses risks, and radioisotopes may contaminate water sources. **Use of Radioisotopes:** Industrial use of radioisotopes, such as uranium, can lead to contamination of water bodies. **Nuclear Waste:** Improper handling and disposal of nuclear waste, including spent fuel rods, pose long-term radiation threats. **Research Applications:** Nuclear tests for research purposes may release radioactive particles, contributing to pollution. **Nuclear Weapons:** Use of nuclear weapons results in radioactive fallout, affecting ecosystems and human health. **Reprocessing:** The process of reprocessing nuclear waste can contribute to environmental pollution. **Types of Nuclear Waste:** **High-level Waste (HLW):** Mainly spent fuel rods from nuclear reactors, highly radioactive and potentially dangerous for thousands of years. **Low-level Waste (LLW):** Includes materials that have come into contact with radioactive substances, potentially hazardous for few tens to hundreds of years. **Effects of Radioactive Pollution:** a. Genetic mutations b. Cell destruction c. Diseases (especially cancer) d. Soil infertility e. Adverse effects on wildlife, plants, and marine life **Preventive Measures:** **Leakage Prevention:** Stop leakage of radioactive materials, ban nuclear tests, and ensure proper storage. **Proper Storage:** Store radioactive materials in radiation-proof containers to prevent accidental leakage. **Safe Disposal:** Dispose of radioactive waste safely, either by changing it into harmless forms or storing it securely. **Reuse:** Recycle radioactive waste for other purposes, such as fuel in reactors. **Limit Natural Radiation:** Take measures to prevent natural radiation levels from exceeding permissible limits. **Safety in Nuclear Power Plants:** Implement safety measures to prevent accidents in nuclear power plants. **Personal Precautions:** Individuals living near nuclear facilities should check radon gas levels, and those working with radioactive materials need protective measures. In summary, nuclear pollution poses significant risks to the environment and human health, necessitating stringent preventive measures and responsible handling of radioactive materials.",positive
Can u call,neutral
I did,neutral
Krti hu call,neutral
Call pe hai,neutral
Kaun,neutral
I will sleep,positive
Y muted,neutral
Web check-in kiya tha,neutral
Ye lounge hai,neutral
Jab bolu wapas dena,neutral
Did I send u duelling video,neutral
U mad or what?,negative
Nhi chill kar,negative
Just give me some time,positive
Bata toh thoda,neutral
Abhi nahi,neutral
Bata BC thoda sa,neutral
Bhai dekh,neutral
Nhi bolna toh bolde,neutral
Bolna hai but mai daily daily tujhe same baat nhi bolna chahta,positive
Again ..time?,neutral
Whyyyy this time,neutral
About yesterday what happened and i thought you will call me today to talk to me but what i hear is ki photos bhejdena wapas,positive
About it*,neutral
I did called u yesterday,neutral
U didn't picked,neutral
Aaj bhi Kiya as an excuse,neutral
Yea because i was sad and you had to go also,positive
Why were u sad,negative
Because you hardly came for mins and you had to go,positive
Bcoz I have that much time,positive
For everyone,neutral
"Because you had to ensure everybody did their stuff right ,not talking about you spending time with fam",positive
I have to tushar,positive
She is travelling alone,neutral
Not talking about her,neutral
He was about to miss his bus,neutral
Why u have to be soo like ek ek point ko pakad ke naaraz hona,positive
You didn't say anything about miss his bus you said ki you had to call him to see if he caught his bus or not,positive
Can help it it affected me in certain way,positive
I didn't choose to pick that point,positive
Okay I'm sorry,neutral
But let me honest here..jitna main kr skti ..utna he kr paungi,positive
Usse zada na time hai na option hai...,neutral
If u wanna hold on waise toh okay warna it's better not to hurt urself and me frm the same incident,positive
What do you mean,neutral
I don't want to hurt u nd make me feel guilty,negative
Bcoz I try hard,neutral
Mujhe pata hai aayu and the only thing i wanted to hear from you is that you acknowledged it i dont want anything else i am not asking you to find solution for it i just want to be heard,positive
I hear you and I understand but it makes me feel guilty too ba,positive
"I get that too but i have to express my feelings to you na the same way you did, and after knowing you hear me ill tell you theres not thing to worry about and not to feel guilty about it you didn't do it knowingly plus you didn't knew how i would react,",positive
You didn't knew if its point that will make me feel otherwise,positive
Ha right,positive
"And if it makes you feel better, i was not hurt i was just bit sad about thing",negative
But I can't make myself not to feel guilty,negative
It won't,neutral
If you knew how i would feel would you have done it?,positive
Idk maybe yes..,neutral
U can't be sad over these silly things that im checking on my frnds,negative
I wasnt sad about that,negative
I was sad about you had to leave and you never came back,positive
If you put it that way how about checking on me,positive
I came back,positive
And u didn't picked,neutral
I wouldn't have had at that instant,positive
Now listen we had this conversation in morning itself,positive
Ok I don't check on u,neutral
When,neutral
That was different thing,positive
Waa it,neutral
Yes it was i know we did talk it Okay i accept i didn't pick it was my fault but i wouldn't have because i was already down you could have msged me later,positive
I didn't got mad at u bcoz I understand,neutral
Ok let's get to the point...I don't want fakeness here,neutral
I feel the day we broke up ...u acting weird,negative
Baat ko waha kyu le ja rhi,neutral
I feel we r not ready to say what we want to,positive
Just not hurt one,negative
Theres nothing i am keeping from you,positive
If you want to say something you can,positive
I feel things went down...when we broke up,neutral
U didn't accepted me,neutral
I tried trieedd,neutral
Also,neutral
I had such strong feeling for you,positive
I liked you af,positive
And then yeh sab se aur khrb hogya and I got hurt af (other circumstances joh chal rhi thi tab usse iska aur impact padd Gaya),negative
And I moved on,positive
I don't think soo we will be ever able to date again maybe,positive
I never did not accept you,neutral
I even told you,positive
Ur actions did,neutral
What actions,neutral
Anyway back to the thing being very straightforward,positive
Bhai diwali se pehlee wala dramas yaad nhi hai?,negative
I even told him also i remember that,positive
I still sometimes used to think about u...and even sometimes about ur kiss and atlast now I can not with surely but can say we always had that physical heat and connection which never goes away,positive
That's all,positive
But u did hurt me that time aff and I felt tht way u accepted it,neutral
I was with you all the time aayu,positive
Okay ji,neutral
If u were there and still wasn't able to make me feel it that's even worse isn't it,positive
Anyway..that's all and I moved on and I still consider u my best friend,positive
Just imagine I made out with uu mere Ghar pe ensuring my father kuch nhi hoga ...it still hurts,positive
How much I loved u imagine,positive
Let's not get there tho..i just want you to be my bestfriend phele jaise,positive
You kept thinking i didnt accept you even when me telling you i do and trying every possible way to be with you even after what happened i dont even remember it happening i even came there for you mai tujhe gina nhi rha kya kiya hai maine i came there because i love you no matter what and i accepted you with all of you,positive
Aayu mujhe bhi sufferings hoti hai kabhi kabhi but that doesn't guve me any reason to leave you or forget about you and i am sorry if i wasnt able to do things the way i should have done,positive
Yesterday's thing would still have affected me in the same way,positive
Or you not able to give time,positive
And i would still have understood it tge same way,positive
"Tujhe abhi bhi lagta hai accept nhi kiya tujhe toh ek baar october ,nov ke chats padhlena mere voice ke sath agar tere paas honge toh,kyuki idk phone change hua hai tera",positive
Kiya he hoga,neutral
Lekin sirf Mann liya,neutral
Like accha ok I accept it but not adore it,positive
"Sirf maana nhi tha sab kuch bhula kar tujhse pyaar bhi kiya hai tujhe admire bhi kiya hai as an individual and as my soulmate ,tera dhyaan bhi rakha hai jitna kar paya hu ,you are the most amazing and beautiful thing that has ever or will happen to me i have respected you in every stage of our lives",positive
Wohi tushar,neutral
U love me,positive
And I can't love u,neutral
And it kills me,negative
Ur love and my guilt ruins our frndship,negative
Returning now,positive
Bhaiya ko secret santa gift lena tha office ke liye,positive
I'm sry,neutral
Y don't u text,negative
Text pe baat nhi hoti,neutral
Its fine,positive
Hm toh mtlb baat he nhi krni,neutral
Kya hi glow hai,positive
Mooch aagyi teri but,neutral
Aane do poora hatana mat,neutral
I have great beard cant beat me,positive
Ohh yes,positive
Parents l saath,neutral
Free hoyegi toh call karna,neutral
Looking pretty dude,positive
Fingers dark kara hai kya,negative
Doosra haath,neutral
Nhi lagaya,neutral
Archies kab dekhoge,neutral
I sleep with parents kiddo,positive
"Miss you two bacchu dw about anything waha ache se enjoy kar, you deserve it/earned it",positive
i tried calling u but laga nhi,neutral
can u convert this to docs i am trying but ho nhi rha,positive
Call pe hu mumma,neutral
Papa aagaye kya,neutral
Nhi ji,neutral
Ye hai kya,neutral
Abhi toh chutiya chal rhi na,neutral
noone cares,neutral
Nahane ja rh,neutral
Aaye haye,neutral
Asli chehra dikh gaya,neutral
